task_id,method,model,success,steps,wrong_tool_count,premature_action_count,avg_tools_per_step,total_tokens
email_deadline_023,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13488
email_draft_024,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,1,100.0,13566
email_summarize_025,all_tools,us.amazon.nova-2-lite-v1:0,True,3,0,0,100.0,20230
email_deadline_026,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13489
email_draft_027,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,1,100.0,13579
email_summarize_028,all_tools,us.amazon.nova-2-lite-v1:0,True,3,0,0,100.0,20239
email_deadline_029,all_tools,us.amazon.nova-2-lite-v1:0,True,2,1,0,100.0,13481
email_draft_030,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,1,100.0,13555
email_summarize_031,all_tools,us.amazon.nova-2-lite-v1:0,True,3,0,0,100.0,20229
email_deadline_032,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13490
email_draft_033,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,1,100.0,13561
file_section_000,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13491
file_summary_001,all_tools,us.amazon.nova-2-lite-v1:0,True,3,1,0,100.0,20217
file_extract_002,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13488
file_section_003,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13486
file_summary_004,all_tools,us.amazon.nova-2-lite-v1:0,True,3,1,0,100.0,20208
file_extract_005,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13493
file_section_006,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13491
file_summary_007,all_tools,us.amazon.nova-2-lite-v1:0,True,3,1,0,100.0,20208
file_extract_008,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13488
file_section_009,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13486
file_summary_010,all_tools,us.amazon.nova-2-lite-v1:0,True,3,1,0,100.0,20217
file_extract_011,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13493
file_section_012,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13486
file_summary_013,all_tools,us.amazon.nova-2-lite-v1:0,True,3,1,0,100.0,20208
file_extract_014,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13488
file_section_015,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13491
file_summary_016,all_tools,us.amazon.nova-2-lite-v1:0,True,3,1,0,100.0,20217
file_extract_017,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13488
file_section_018,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13486
file_summary_019,all_tools,us.amazon.nova-2-lite-v1:0,True,3,1,0,100.0,20208
file_extract_020,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13493
file_section_021,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13491
file_summary_022,all_tools,us.amazon.nova-2-lite-v1:0,True,3,1,0,100.0,20208
file_extract_023,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13488
file_section_024,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13486
file_summary_025,all_tools,us.amazon.nova-2-lite-v1:0,True,3,1,0,100.0,20217
file_extract_026,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13493
file_section_027,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13486
file_summary_028,all_tools,us.amazon.nova-2-lite-v1:0,True,3,1,0,100.0,20208
file_extract_029,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13488
file_section_030,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13491
file_summary_031,all_tools,us.amazon.nova-2-lite-v1:0,True,3,1,0,100.0,20217
file_extract_032,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13488
file_section_033,all_tools,us.amazon.nova-2-lite-v1:0,True,2,2,0,100.0,13486
calendar_move_000,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,1,1,1,5.0,1343
calendar_summarize_001,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,4005
calendar_invite_002,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,0,0,5.0,2715
calendar_move_003,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,1,1,1,5.0,1346
calendar_summarize_004,keyword_top_5,us.amazon.nova-2-lite-v1:0,False,6,4,0,5.0,8008
calendar_invite_005,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,0,0,5.0,2715
calendar_move_006,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,1,1,1,5.0,1341
calendar_summarize_007,keyword_top_5,us.amazon.nova-2-lite-v1:0,False,6,4,0,5.0,8008
calendar_invite_008,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,0,0,5.0,2715
calendar_move_009,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,1,1,1,5.0,1342
calendar_summarize_010,keyword_top_5,us.amazon.nova-2-lite-v1:0,False,6,4,0,5.0,8008
calendar_invite_011,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,0,0,5.0,2715
calendar_move_012,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,0,0,5.0,2714
calendar_summarize_013,keyword_top_5,us.amazon.nova-2-lite-v1:0,False,6,4,0,5.0,8008
calendar_invite_014,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,0,0,5.0,2715
calendar_move_015,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,1,1,1,5.0,1343
calendar_summarize_016,keyword_top_5,us.amazon.nova-2-lite-v1:0,False,6,4,0,5.0,8008
calendar_invite_017,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,0,0,5.0,2715
calendar_move_018,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,1,1,1,5.0,1346
calendar_summarize_019,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,4005
calendar_invite_020,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,0,0,5.0,2715
calendar_move_021,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,1,1,1,5.0,1341
calendar_summarize_022,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,4,2,0,5.0,5341
calendar_invite_023,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,0,0,5.0,2715
calendar_move_024,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,1,1,1,5.0,1342
calendar_summarize_025,keyword_top_5,us.amazon.nova-2-lite-v1:0,False,6,4,0,5.0,8008
calendar_invite_026,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,0,0,5.0,2715
calendar_move_027,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,0,0,5.0,2714
calendar_summarize_028,keyword_top_5,us.amazon.nova-2-lite-v1:0,False,6,4,0,5.0,8008
calendar_invite_029,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,0,0,5.0,2715
calendar_move_030,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,1,1,1,5.0,1343
calendar_summarize_031,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,4,2,0,5.0,5341
calendar_invite_032,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,0,0,5.0,2715
calendar_move_033,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,1,1,1,5.0,1346
email_draft_000,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,4038
email_summarize_001,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,3914
email_deadline_002,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2633
email_draft_003,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,4051
email_summarize_004,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,3912
email_deadline_005,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2629
email_draft_006,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,4037
email_summarize_007,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,3930
email_deadline_008,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,1,0,5.0,2614
email_draft_009,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,4,2,0,5.0,5385
email_summarize_010,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,3915
email_deadline_011,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2626
email_draft_012,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,4059
email_summarize_013,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,3924
email_deadline_014,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3926
email_draft_015,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,4038
email_summarize_016,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,3914
email_deadline_017,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2636
email_draft_018,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,4051
email_summarize_019,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,3912
email_deadline_020,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2624
email_draft_021,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,4037
email_summarize_022,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,1,0,5.0,2610
email_deadline_023,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,1,0,5.0,2614
email_draft_024,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,4037
email_summarize_025,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,3915
email_deadline_026,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2621
email_draft_027,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,4059
email_summarize_028,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,3924
email_deadline_029,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3926
email_draft_030,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,4038
email_summarize_031,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,3914
email_deadline_032,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2621
email_draft_033,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,0,0,5.0,4051
file_section_000,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3932
file_summary_001,keyword_top_5,us.amazon.nova-2-lite-v1:0,False,6,6,0,5.0,7574
file_extract_002,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2613
file_section_003,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3909
file_summary_004,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,4,4,0,5.0,5069
file_extract_005,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2622
file_section_006,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3918
file_summary_007,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3810
file_extract_008,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3929
file_section_009,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3909
file_summary_010,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3823
file_extract_011,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2618
file_section_012,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2596
file_summary_013,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3810
file_extract_014,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2613
file_section_015,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3932
file_summary_016,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3819
file_extract_017,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2613
file_section_018,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3909
file_summary_019,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3810
file_extract_020,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2622
file_section_021,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3918
file_summary_022,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3810
file_extract_023,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2613
file_section_024,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3909
file_summary_025,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3823
file_extract_026,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2618
file_section_027,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3909
file_summary_028,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3810
file_extract_029,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2613
file_section_030,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3932
file_summary_031,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3819
file_extract_032,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,2,2,0,5.0,2613
file_section_033,keyword_top_5,us.amazon.nova-2-lite-v1:0,True,3,1,0,5.0,3909
calendar_move_000,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,1,1,1,10.0,1672
calendar_summarize_001,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4819
calendar_invite_002,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,0,0,10.0,3290
calendar_move_003,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,0,0,10.0,3309
calendar_summarize_004,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4819
calendar_invite_005,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,0,0,10.0,3290
calendar_move_006,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,1,1,1,10.0,1670
calendar_summarize_007,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4819
calendar_invite_008,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,0,0,10.0,3290
calendar_move_009,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,1,1,1,10.0,1671
calendar_summarize_010,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4819
calendar_invite_011,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,0,0,10.0,3290
calendar_move_012,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,1,1,1,10.0,1671
calendar_summarize_013,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4819
calendar_invite_014,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,0,0,10.0,3290
calendar_move_015,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,1,1,1,10.0,1672
calendar_summarize_016,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4819
calendar_invite_017,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,0,0,10.0,3290
calendar_move_018,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,0,0,10.0,3309
calendar_summarize_019,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4819
calendar_invite_020,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,0,0,10.0,3290
calendar_move_021,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,1,1,1,10.0,1670
calendar_summarize_022,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4819
calendar_invite_023,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,0,0,10.0,3290
calendar_move_024,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,1,1,1,10.0,1671
calendar_summarize_025,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4819
calendar_invite_026,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,0,0,10.0,3290
calendar_move_027,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,1,1,1,10.0,1671
calendar_summarize_028,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4819
calendar_invite_029,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,0,0,10.0,3290
calendar_move_030,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,1,1,1,10.0,1672
calendar_summarize_031,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4819
calendar_invite_032,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,0,0,10.0,3290
calendar_move_033,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,0,0,10.0,3309
email_draft_000,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4816
email_summarize_001,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4673
email_deadline_002,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3144
email_draft_003,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,1,1,10.0,3243
email_summarize_004,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4676
email_deadline_005,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3130
email_draft_006,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,1,1,10.0,3247
email_summarize_007,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,1,0,10.0,3129
email_deadline_008,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,1,0,10.0,3123
email_draft_009,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4816
email_summarize_010,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4674
email_deadline_011,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3127
email_draft_012,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,1,1,10.0,3251
email_summarize_013,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4683
email_deadline_014,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3131
email_draft_015,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4816
email_summarize_016,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4673
email_deadline_017,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3144
email_draft_018,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4829
email_summarize_019,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4676
email_deadline_020,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3126
email_draft_021,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,1,1,10.0,3248
email_summarize_022,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4689
email_deadline_023,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,1,0,10.0,3123
email_draft_024,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4816
email_summarize_025,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4674
email_deadline_026,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,1,0,10.0,3130
email_draft_027,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,1,1,10.0,3247
email_summarize_028,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4683
email_deadline_029,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3131
email_draft_030,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4816
email_summarize_031,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,0,0,10.0,4673
email_deadline_032,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3151
email_draft_033,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,1,1,10.0,3243
file_section_000,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3140
file_summary_001,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,1,0,10.0,4621
file_extract_002,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3128
file_section_003,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3115
file_summary_004,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,1,0,10.0,4612
file_extract_005,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3165
file_section_006,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3120
file_summary_007,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,1,0,10.0,4612
file_extract_008,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3128
file_section_009,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3115
file_summary_010,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,3,1,0,10.0,4650
file_extract_011,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3133
file_section_012,keyword_top_10,us.amazon.nova-2-lite-v1:0,True,2,2,0,10.0,3091
